Id,Label
360,20885
361,4521010
362,47198
363,3811010
364,10101010
365,648010
366,84101010
367,820010
368,10101010
369,10101010
370,337910
371,47085
372,22221
373,38101010
374,2931010
375,210101010
376,8491010
377,4021010
378,2911010
379,680910
380,86333
381,89810
382,3831010
383,1011010
384,38101010
385,7111010
386,83737
387,73101010
388,1561010
389,126110
390,2621010
391,8531010
392,3871010
393,3191010
394,71813
395,6101010
396,21101010
397,498810
398,33101010
399,5511010
400,241510
401,110101010
402,810101010
403,34382
404,43660
405,110101010
406,310101010
407,472310
408,810101010
409,20101010
410,18860
411,69101010
412,610101010
413,6131010
414,29101010
415,62101010
416,10101010
417,310101010
418,510101010
419,86545
420,810101010
421,4611010
422,8771010
423,110101010
424,56905
425,83101010
426,65138
427,887110
428,213910
429,52101010
430,810101010
431,6631010
432,63893
433,64101010
434,659210
435,8541010
436,8771010
437,898310
438,44101010
439,35716
440,204910
441,8501010
442,83409
443,255310
444,595810
445,65101010
446,73810
447,15101010
448,8381010
449,73813
450,2211010
451,310101010
452,68629
453,85101010
454,87398
455,210101010
456,8781010
457,887310
458,8031010
459,39101010
460,410101010
461,210101010
462,36101010
463,27896
464,68869
465,260110
466,244410
467,515410
468,385610
469,8891010
470,85101010
471,910101010
472,3561010
473,465210
474,887010
475,90294
476,786310
477,810101010
478,910101010
479,802210
480,758610
481,6651010
482,89411
483,87779
484,32101010
485,8761010
486,310101010
487,71597
488,310101010
489,303910
490,8341010
491,810101010
492,87003
493,78101010
494,1775
495,4391010
496,813210
497,6131010
498,8307
499,343910
500,6221010
501,7241010
502,36117
503,410101010
504,8451010
505,648610
506,47148
507,1481010
508,32010
509,810101010
510,9421010
511,43101010
512,7291010
513,2211010
514,80288
515,48101010
516,610101010
517,8351010
518,6861010
519,31226
520,38101010
521,14504
522,6521010
523,87275
524,8181010
525,289110
526,610101010
527,810101010
528,828610
529,95101010
530,840110
531,81101010
532,8541010
533,979510
534,3831010
535,35101010
536,88646
537,6021010
538,286510
539,68101010
540,487310
541,3231010
542,37517
543,61101010
544,691410
545,82130
546,71101010
547,1438
548,8481010
549,6151010
550,63101010
551,91422
552,240310
553,34000
554,8841010
555,87058
556,823810
557,931010
558,26286
559,281610
560,808610
561,10101010
562,210101010
563,69139
564,360210
565,622610
566,232310
567,96101010
568,410101010
569,825610
570,110101010
571,88968
572,902910
573,64838
574,710101010
575,38101010
576,79101010
577,871010
578,575810
579,13101010
580,74736
581,610101010
582,828810
583,6411010
584,58364
585,864210
586,510101010
587,810101010
588,310101010
589,7431010
590,10101010
591,5811010
592,732610
593,40310
594,10101010
595,18516
596,310101010
597,7831010
598,65873
599,29101010
600,54101010
601,310101010
602,3881010
603,603710
604,36101010
605,48101010
606,39101010
607,83101010
608,526810
609,110101010
610,887610
611,6951010
612,69970
613,2631010
614,48196
615,610101010
616,52101010
617,510101010
618,83088
619,761210
620,110101010
621,5031010
622,1321010
623,87455
624,46101010
625,69101010
626,405210
627,810101010
628,410101010
629,526710
630,8821010
631,38101010
632,637610
633,310101010
634,3781010
635,88101010
636,2341010
637,812110
638,618110
639,88029
640,510101010
641,10101010
642,61101010
643,86823
644,62495
645,299810
646,110101010
647,810101010
648,386710
649,510101010
650,225010
651,710101010
652,810101010
653,61101010
654,830110
655,21010
656,64831
657,8931010
658,641010
659,510101010
660,410101010
661,83101010
662,85573
663,910101010
664,3961010
665,110101010
666,8691010
667,15794
668,31101010
669,74101010
670,810101010
671,5331010
672,2881010
673,45618
674,39825
675,83101010
676,87101010
677,487410
678,403410
679,287410
680,31683
681,6101010
682,658310
683,7381010
684,840610
685,85101010
686,2631010
687,910101010
688,38108
689,42250
690,610101010
691,80163
692,27101010
693,39101010
694,52101010
695,88101010
696,244310
697,610101010
698,5101010
699,8541010
700,810101010
701,410101010
702,3281010
703,783210
704,83101010
705,210101010
706,110101010
707,8101010
708,768010
709,88383
710,44955
711,2101010
712,18170
713,8891010
714,626310
715,110101010
716,4521010
717,9610
718,183710
719,38101010
720,90813
721,610101010
722,872110
723,26837
724,698310
725,88101010
726,33438
727,35101010
728,652310
729,6341010
730,10101010
731,957110
732,910101010
733,86088
734,9381010
735,502710
736,78182
737,4101010
738,110101010
739,63745
740,63868
741,36715
742,9831010
743,89101010
744,7111010
745,62101010
746,89101010
747,210101010
748,69823
749,8621010
750,908410
751,410101010
752,660310
753,613610
754,47463
755,4263
756,66101010
757,810101010
758,682610
759,8371010
760,72237
761,81101010
762,32355
763,186510
764,10101010
765,6311010
766,4101010
767,83101010
768,84078
769,64101010
770,26101010
771,804610
772,33101010
773,8691010
774,1531010
775,18101010
776,82101010
777,7961010
778,82101010
779,366110
780,78101010
781,6421010
782,61101010
783,86101010
784,97101010
785,82365
786,28573
787,21310
788,25473
789,34787
790,9861010
791,37101010
792,110101010
793,46131
794,48518
795,7811010
796,76687
797,161110
798,30101010
799,8951010
800,56110
801,990810
802,783810
803,323010
804,84101010
805,310101010
806,85101010
807,80769
808,885510
809,76916
810,73287
811,2021010
812,24105
813,7101010
814,71101010
815,23101010
816,82573
817,111210
818,204310
819,86698
820,810010
821,698010
822,210101010
823,85615
824,210101010
825,684310
826,51101010
827,65101010
828,21101010
829,39568
830,610101010
831,2491010
832,6881010
833,1451010
834,32557
835,26112
836,29320
837,320110
838,310101010
839,2261010
840,5581010
841,8341010
842,310101010
843,69101010
844,24887
845,371810
846,81099
847,5881010
848,110101010
849,210101010
850,310101010
851,1591010
852,617110
853,10101010
854,8811010
855,6101010
856,9851010
857,361310
858,506810
859,238310
860,887210
861,314610
862,85101010
863,340410
864,2311010
865,68663
866,664510
867,33101010
868,10101010
869,82101010
870,2031010
871,7331010
872,510101010
873,89101010
874,310101010
875,23101010
876,8341010
877,69298
878,34101010
879,7631010
880,68379
881,310101010
882,9881010
883,774510
884,9151010
885,883810
886,756710
887,610101010
888,810101010
889,898810
890,4391010
891,3181010
892,1351010
893,510101010
894,7261010
895,7901010
896,78101010
897,810101010
898,63101010
899,53313
900,5881010
901,63101010
902,8751010
903,990810
904,28938
905,833310
906,210101010
907,93865
908,6191010
909,873910
910,88104
911,10101010
912,110101010
913,527110
914,8161010
915,58463
916,8112
917,10101010
918,6771010
919,89156
920,387410
921,1601
922,98101010
923,72101010
924,251810
925,5201010
926,69101010
927,80589
928,40101010
929,110101010
930,8141010
931,25828
932,2091010
933,476510
934,3791010
935,33101010
936,58146
937,28110
938,34504
939,6361010
940,310101010
941,48608
942,410101010
943,98681
944,210101010
945,825010
946,261810
947,810101010
948,6621010
949,310101010
950,610101010
951,2701010
952,50002
953,81856
954,210101010
955,74552
956,110101010
957,873810
958,71527
959,80011
960,24547
961,210101010
962,2331010
963,510101010
964,510101010
965,4687
966,801010
967,313710
968,810101010
969,310101010
970,17101010
971,6791010
972,6181010
973,58617
974,810101010
975,10101010
976,5151010
977,31557
978,8731010
979,82101010
980,610101010
981,208010
982,210101010
983,84101010
984,8671010
985,24221
986,110101010
987,81081
988,233110
989,710101010
990,2683
991,9361010
992,21101010
993,8901010
994,55101010
995,8581010
996,46624
997,783410
998,310101010
999,10101010
1000,310101010
1001,8751010
1002,6641010
1003,310101010
1004,5351010
1005,510101010
1006,7261010
1007,23873
1008,31395
1009,810101010
1010,3641010
1011,510101010
1012,110101010
1013,965410
1014,824610
1015,3821010
1016,81101010
1017,82114
1018,7781010
1019,610101010
1020,70059
1021,60168
1022,817910
1023,63200
1024,4181010
1025,87101010
1026,20101010
1027,863110
1028,2981010
1029,86753
1030,8471010
1031,869510
1032,46497
1033,11101010
1034,6151010
1035,741810
1036,2001010
1037,738910
1038,7791010
1039,88101010
1040,610101010
1041,5311010
1042,6101010
1043,610101010
1044,3641010
1045,58033
1046,513710
1047,510101010
1048,5891010
1049,514610
1050,64838
1051,76101010
1052,571610
1053,210101010
1054,310101010
1055,42101010
1056,88268
1057,2841010
1058,611410
1059,234110
1060,110101010
1061,710101010
1062,410101010
1063,210101010
1064,610101010
1065,37101010
1066,81101010
1067,981010
1068,68101010
1069,781410
1070,187310
1071,25164
1072,810101010
1073,728610
1074,630010
1075,8221010
1076,231010
1077,65101010
1078,1661010
1079,510101010
1080,510101010
1081,310101010
1082,210101010
1083,210101010
1084,910101010
1085,5871010
1086,34833
1087,610101010
1088,30101010
1089,4491010
1090,310101010
1091,866710
1092,6451010
1093,110101010
1094,64974
1095,47512
1096,26101010
1097,10101010
1098,310101010
1099,110101010
1100,6721010
1101,710101010
1102,23101010
1103,5061010
1104,48838
1105,5051010
1106,5361010
1107,121010
1108,86718
1109,343910
1110,825210
1111,46833
1112,78896
1113,84101010
1114,110101010
1115,63101010
1116,82101010
1117,878810
1118,8231010
1119,43101010
1120,8501010
1121,610101010
1122,57915
1123,68101010
1124,72101010
1125,588510
1126,779410
1127,89101010
1128,381010
1129,39101010
1130,9551010
1131,83265
1132,84368
1133,810101010
1134,3781010
1135,69994
1136,73886
1137,6351010
1138,7981010
1139,810101010
1140,101010
1141,547810
1142,110101010
1143,371810
1144,31099
1145,8101010
1146,810101010
1147,37365
1148,810101010
1149,610101010
1150,110101010
1151,82101010
1152,8001010
1153,8431010
1154,46584
1155,10101010
1156,1005
1157,310101010
1158,3741010
1159,67887
1160,110101010
1161,310101010
1162,75381
1163,21101010
1164,772810
1165,637910
1166,6801010
1167,110101010
1168,248110
1169,810101010
1170,58101010
1171,5061010
1172,871910
1173,85970
1174,3161010
1175,3851010
1176,2691010
1177,110101010
1178,29101010
1179,67101010
1180,792310
1181,320910
1182,41010
1183,656410
1184,310101010
1185,89556
1186,810101010
1187,624810
1188,465410
1189,88101010
1190,9791010
1191,7151010
1192,410101010
1193,83101010
1194,86101010
1195,8311010
1196,717410
1197,41876
1198,88101010
1199,86059
1200,810101010
1201,80997
1202,451010
1203,91101010
1204,23101010
1205,210101010
1206,60101010
1207,28101010
1208,25101010
1209,63429
1210,89185
1211,253310
1212,128110
1213,862610
1214,62229
1215,7121010
1216,7041010
1217,7531010
1218,1481010
1219,57663
1220,310101010
1221,3381010
1222,910101010
1223,310101010
1224,68101010
1225,31101010
1226,349610
1227,410101010
1228,83789
1229,37897
1230,48861
1231,48446
1232,87747
1233,82101010
1234,57600
1235,310101010
1236,5331010
1237,22101010
1238,10101010
1239,510101010
1240,810101010
1241,62819
1242,711010
1243,79101010
1244,210101010
1245,86785
1246,3881010
1247,110101010
1248,132810
1249,322110
1250,24101010
1251,75734
1252,3831010
1253,9541010
1254,32538
1255,8551010
1256,57101010
1257,391010
1258,2521010
1259,310101010
1260,810101010
1261,78101010
1262,40001
1263,84101010
1264,623810
1265,685410
1266,54435
1267,69101010
1268,10101010
1269,310101010
1270,3971010
1271,59818
1272,28408
1273,277410
1274,81101010
1275,810110
1276,4861010
1277,3181010
1278,61101010
1279,4461010
1280,7641010
1281,2141010
1282,679310
1283,65101010
1284,83817
1285,28810
1286,62101010
1287,63010
1288,51777
1289,8661010
1290,80816
1291,788310
1292,69101010
1293,110101010
1294,48123
1295,76181
1296,588610
1297,19561
1298,87101010
1299,63129
1300,9781010
1301,678810
1302,849510
1303,210101010
1304,36101010
1305,86101010
1306,310101010
1307,888810
1308,26101010
1309,210101010
1310,21101010
1311,9831010
1312,81114
1313,2191010
1314,3341010
1315,2326
1316,23169
1317,810101010
1318,36197
1319,653310
1320,503810
1321,87363
1322,88135
1323,43101010
1324,5211010
1325,37774
1326,975310
1327,510101010
1328,66101010
1329,73036
1330,6971010
1331,68063
1332,20101010
1333,760510
1334,845910
1335,56174
1336,310101010
1337,68669
1338,207410
1339,8331010
1340,58155
1341,672610
1342,910101010
1343,55101010
1344,10101010
1345,358410
1346,310101010
1347,31101010
1348,63101010
1349,610101010
1350,9731010
1351,906910
1352,303910
1353,61159
1354,752610
1355,655410
1356,3831010
1357,63111
1358,810101010
1359,210101010
1360,610101010
1361,39837
1362,5511010
1363,84101010
1364,12550
1365,89361
1366,65963
1367,36818
1368,238610
1369,888810
1370,1889
1371,94289
1372,4881010
1373,810101010
1374,310101010
1375,410101010
1376,1881010
1377,695810
1378,7331010
1379,3621010
1380,510101010
1381,110101010
1382,47101010
1383,804810
1384,673810
1385,48385
1386,81101010
1387,6781010
1388,9521010
1389,58816
1390,35101010
1391,51101010
1392,884110
1393,3631010
1394,59310
1395,3801010
1396,4101010
1397,83811
1398,83932
1399,58101010
1400,6881010
1401,80260
1402,6691010
1403,651110
1404,77989
1405,51101010
1406,83101010
1407,83755
1408,503210
1409,81101010
1410,210101010
1411,35111
1412,21101010
1413,70101010
1414,87101010
1415,69955
1416,510101010
1417,661410
1418,62101010
1419,87101010
1420,810101010
1421,9823
1422,110101010
1423,68101010
1424,6881010
1425,13162
1426,310101010
1427,84101010
1428,31410
1429,356610
1430,810101010
1431,81101010
1432,48101010
1433,31101010
1434,80101010
1435,69880
1436,6451010
1437,38101010
1438,510101010
1439,254010
1440,32101010
1441,8518
1442,13413
1443,4561010
1444,7791010
1445,88101010
1446,6431010
1447,831210
1448,47249
1449,80887
1450,75101010
1451,31777
1452,84101010
1453,398910
1454,5871010
1455,730610
1456,27101010
1457,5881010
1458,1798
1459,219910
1460,88549
1461,83101010
1462,307910
1463,88101010
1464,810101010
1465,3731010
1466,883410
1467,310101010
1468,410101010
1469,76101010
1470,134510
1471,69101010
1472,52784
1473,59101010
1474,6651010
1475,2831010
1476,410610
1477,29101010
1478,8281010
1479,8331010
1480,535810
1481,110101010
1482,679710
1483,4101010
1484,164310
1485,10101010
1486,212810
1487,33101010
1488,5781010
1489,88101010
1490,66101010
1491,38305
1492,410101010
1493,61247
1494,32710
1495,810101010
1496,30368
1497,74101010
1498,410101010
1499,69101010
1500,65167
1501,351010
1502,596010
1503,64661
1504,110101010
1505,610101010
1506,910101010
1507,84101010
1508,22430
1509,9421010
1510,7451010
1511,210101010
1512,3741010
1513,6821010
1514,6819
1515,868610
1516,4671010
1517,10101010
1518,96289
1519,65607
1520,67582
1521,2991010
1522,3391010
1523,853810
1524,8681010
1525,3861010
1526,99943
1527,86893
1528,65101010
1529,78068
1530,47101010
1531,1631010
1532,8711010
1533,88101010
1534,610101010
1535,2791010
1536,2611010
1537,464810
1538,3491010
1539,64101010
1540,310101010
1541,7321010
1542,81101010
1543,715010
1544,812810
1545,25302
1546,63101010
1547,9101010
1548,5571010
1549,23348
1550,88086
1551,51101010
1552,85101010
1553,68101010
1554,43663
1555,21101010
1556,810101010
1557,93101010
1558,41074
1559,810101010
1560,661010
1561,84101010
1562,283710
1563,856
1564,27669
1565,610101010
1566,810101010
1567,110101010
1568,4801010
1569,85101010
1570,82101010
1571,66101010
1572,389710
1573,221010
1574,75101010
1575,890810
1576,810101010
1577,2661010
1578,76101010
1579,75101010
1580,810101010
1581,376810
1582,695310
1583,10101010
1584,23574
1585,138610
1586,510101010
1587,210101010
1588,410101010
1589,91101010
1590,2751010
1591,27101010
1592,8151010
1593,810101010
1594,3141010
1595,8931010
1596,8571010
1597,610101010
1598,672610
1599,36101010
1600,410101010
1601,80869
1602,3641010
1603,24682
1604,78898
1605,531010
1606,80101010
1607,610101010
1608,310101010
1609,74101010
1610,1110
1611,3041010
1612,872910
1613,3751010
1614,631010
1615,10101010
1616,33101010
1617,71101010
1618,26101010
1619,16864
1620,86782
1621,110101010
1622,622510
1623,73101010
1624,1641010
1625,210101010
1626,87101010
1627,3581010
1628,6224
1629,64829
1630,528510
1631,4871010
1632,510101010
1633,510101010
1634,310101010
1635,96461
1636,84101010
1637,310101010
1638,2521010
1639,2021010
1640,410101010
1641,782910
1642,68836
1643,238610
1644,510101010
1645,81481
1646,1821010
1647,10101010
1648,28466
1649,739510
1650,11101010
1651,6171010
1652,6261010
1653,4341010
1654,3691010
1655,883810
1656,410101010
1657,536510
1658,85818
1659,82811
1660,74424
1661,34101010
1662,85318
1663,11101010
1664,831710
1665,2331010
1666,92998
1667,85688
1668,110101010
1669,56101010
1670,85101010
1671,2151010
1672,810101010
1673,210101010
1674,73101010
1675,843710
1676,731810
1677,60185
1678,10101010
1679,88288
1680,59101010
1681,639010
1682,10101010
1683,71101010
1684,7681010
1685,26367
1686,937710
1687,8931010
1688,81101010
1689,610101010
1690,823210
1691,96677
1692,310101010
1693,67373
1694,71371
1695,6021010
1696,310101010
1697,110101010
1698,566610
1699,2791010
1700,68101010
1701,78369
1702,90437
1703,42658
1704,32101010
1705,646210
1706,86551
1707,6181010
1708,898010
1709,842010
1710,32995
1711,41253
1712,26101010
1713,33101010
1714,58101010
1715,310101010
1716,610101010
1717,48538
1718,41101010
1719,86373
1720,910101010
1721,68101010
1722,10101010
1723,816210
1724,25101010
1725,81101010
1726,68101010
1727,810101010
1728,538010
1729,39872
1730,883810
1731,7731010
1732,85101010
1733,68101010
1734,30101010
1735,53730
1736,810101010
1737,67181
1738,878210
1739,61510
1740,42838
1741,910101010
1742,10101010
1743,6831010
1744,38792
1745,781110
1746,19284
1747,10101010
1748,313810
1749,786410
1750,510101010
1751,61010
1752,2041010
1753,8891010
1754,810101010
1755,43101010
1756,62195
1757,85289
1758,14546
1759,310101010
1760,910101010
1761,210101010
1762,2831010
1763,38101010
1764,34101010
1765,610101010
1766,6861010
1767,898610
1768,8201010
1769,3561010
1770,610101010
1771,65323
1772,271810
1773,52101010
1774,48101010
1775,5341010
1776,710101010
1777,83215
1778,110101010
1779,310101010
1780,71101010
1781,65101010
1782,38101010
1783,26101010
1784,78682
1785,310101010
1786,210101010
1787,8381010
1788,6231010
1789,87847
1790,28212
1791,748110
1792,58934
1793,28101010
1794,688610
1795,782610
1796,250010
1797,83281
1798,86191
1799,10101010
1800,48589
1801,844810
1802,231010
1803,110101010
1804,13317
1805,913010
1806,6101010
1807,81101010
1808,8681010
1809,78473
1810,9051010
1811,83825
1812,37101010
1813,810101010
1814,53101010
1815,8371010
1816,883510
1817,223310
1818,56101010
1819,80310
1820,212910
1821,3761010
1822,10858
1823,86800
1824,81203
1825,514510
1826,510101010
1827,8181010
1828,76637
1829,88889
1830,14638
1831,431010
1832,3591010
1833,5531010
1834,6651010
1835,8721010
1836,88101010
1837,198910
1838,82508
1839,610101010
1840,39101010
1841,77249
1842,80010
1843,46110
1844,210101010
1845,658310
1846,84101010
1847,87101010
1848,5210
1849,84610
1850,81009
1851,64021
1852,32673
1853,5861010
1854,310101010
1855,796110
1856,310101010
1857,710101010
1858,728410
1859,686910
1860,70101010
1861,2451010
1862,5661010
1863,839310
1864,410101010
1865,8121010
1866,6251010
1867,46101010
1868,909010
1869,175410
1870,7141010
1871,610101010
1872,610101010
1873,869910
1874,86633
1875,886610
1876,7441010
1877,210101010
1878,25101010
1879,416410
1880,86658
1881,8221010
1882,85101010
1883,310101010
1884,410101010
1885,510101010
1886,210101010
1887,15101010
1888,310101010
1889,62101010
1890,895210
1891,39886
1892,69932
1893,336110
1894,36101010
1895,6451010
1896,210101010
1897,617410
1898,110101010
1899,310101010
1900,810101010
1901,5241010
1902,78150
1903,61101010
1904,80101010
1905,757010
1906,7731010
1907,10101010
1908,650810
1909,444410
1910,31110
1911,587310
1912,710101010
1913,510101010
1914,37180
1915,819
1916,4741010
1917,8401010
1918,10101010
1919,1441010
1920,403410
1921,221710
1922,810101010
1923,78861
1924,30101010
1925,283010
1926,510101010
1927,21813
1928,88101010
1929,310101010
1930,812910
1931,85101010
1932,82101010
1933,26110
1934,110101010
1935,71101010
1936,84101010
1937,77853
1938,34842
1939,310101010
1940,8191010
1941,200510
1942,45416
1943,22464
1944,60101010
1945,210101010
1946,869310
1947,110101010
1948,80101010
1949,3181010
1950,85101010
1951,28084
1952,7761010
1953,10101010
1954,21101010
1955,80360
1956,710101010
1957,753710
1958,7721010
1959,56858
1960,2921010
1961,352510
1962,610101010
1963,35101010
1964,631410
1965,88148
1966,310101010
1967,7641010
1968,2731010
1969,110101010
1970,610101010
1971,6031010
1972,4491010
1973,68101010
1974,510101010
1975,63261
1976,473710
1977,22101010
1978,589110
1979,11101010
1980,10101010
1981,210101010
1982,65101010
1983,65101010
1984,38101010
1985,8141010
1986,410101010
1987,410101010
1988,838210
1989,610101010
1990,25888
1991,69101010
1992,610101010
1993,53310
1994,298110
1995,610101010
1996,612110
1997,85444
1998,30101010
1999,24101010
2000,651010
2001,812310
2002,3891010
2003,310101010
2004,2821010
2005,38101010
2006,810101010
2007,38687
2008,28876
2009,37101010
2010,210101010
2011,8891010
2012,76431
2013,1891010
2014,8831010
2015,2251010
2016,348110
2017,58159
2018,38812
2019,46510
2020,10101010
2021,821010
2022,2751010
2023,304610
2024,73853
2025,39101010
2026,75101010
2027,8271010
2028,66101010
2029,33101010
2030,8821010
2031,937310
2032,310101010
2033,2911010
2034,199110
2035,90101010
2036,20101010
2037,51101010
2038,17101010
2039,30581
2040,610101010
2041,665310
2042,97479
2043,62516
2044,269910
2045,851110
2046,635210
2047,397610
2048,898110
2049,510101010
2050,5821010
2051,89101010
2052,86116
2053,340610
2054,3781010
2055,3651010
2056,5101010
2057,644910
2058,18101010
2059,53101010
2060,347910
2061,23101010
2062,6386
2063,86101010
2064,23101010
2065,14101010
2066,31054
2067,67810
2068,34887
2069,310101010
2070,3891010
2071,884110
2072,1591010
2073,110101010
2074,71101010
2075,6141010
2076,65814
2077,541910
2078,84101010
2079,54101010
2080,8401010
2081,27101010
2082,25597
2083,421010
2084,79284
2085,810101010
2086,54101010
2087,156710
2088,83101010
2089,310101010
2090,69351
2091,810101010
2092,561010
2093,56607
2094,687810
2095,73151
2096,87038
2097,89101010
2098,210101010
2099,82101010
2100,10101010
2101,25101010
2102,76101010
2103,80077
2104,32101010
2105,68182
2106,3641010
2107,3341010
2108,610101010
2109,408610
2110,310101010
2111,84827
2112,5141010
2113,68369
2114,830310
2115,110101010
2116,8781010
2117,36101010
2118,803110
2119,7481010
2120,86845
2121,66157
2122,7731010
2123,194810
2124,8171010
2125,419510
2126,527610
2127,5121010
2128,818210
2129,310101010
2130,8731010
2131,45101010
2132,748810
2133,865210
2134,2036
2135,8971010
2136,51214
2137,510101010
2138,528010
2139,69101010
2140,1311010
2141,2191010
2142,9581010
2143,58101010
2144,73368
2145,71539
2146,310101010
2147,210101010
2148,688610
2149,87221
2150,510101010
2151,2801010
2152,291510
2153,610101010
2154,710101010
2155,3801010
2156,870310
2157,5921010
2158,410101010
2159,4101010
2160,83101010
2161,910101010
2162,30101010
2163,80101010
2164,610101010
2165,960510
2166,3322
2167,210101010
2168,738810
2169,855510
2170,181010
2171,66319
2172,57231
2173,3891010
2174,982
2175,210101010
2176,38101010
2177,31833
2178,99101010
2179,8891010
2180,66318
2181,525210
2182,51101010
2183,6881010
2184,2231010
2185,63101010
2186,310101010
2187,5101010
2188,710101010
2189,55101010
2190,810101010
2191,71101010
2192,5991010
2193,13910
2194,35101010
2195,72101010
2196,888710
2197,25101010
2198,310101010
2199,8121010
2200,72586
2201,16101010
2202,98369
2203,9261010
2204,532310
2205,910101010
2206,276510
2207,8871010
2208,810101010
2209,888910
2210,4411010
2211,84802
2212,510101010
2213,778710
2214,710101010
2215,7551010
2216,383310
2217,701010
2218,810101010
2219,739910
2220,89101010
2221,7381010
2222,37101010
2223,210101010
2224,210101010
2225,872410
2226,84101010
2227,610101010
2228,885410
2229,610101010
2230,18134
2231,3021010
2232,85202
2233,29101010
2234,57836
2235,55363
2236,8021010
2237,4321010
2238,688910
2239,844710
2240,58101010
2241,8211010
2242,61101010
2243,210101010
2244,833310
2245,68869
2246,310101010
2247,80759
2248,810101010
2249,6281010
2250,675410
2251,210101010
2252,28142
2253,5281010
2254,682310
2255,89101010
2256,2801010
2257,94101
2258,327910
2259,3361010
2260,690110
2261,7361010
2262,88101010
2263,510101010
2264,6111010
2265,866110
2266,50333
2267,310101010
2268,4621010
2269,2811010
2270,210101010
2271,808110
2272,273810
2273,87334
2274,2571010
2275,292610
